Name,Functional Group,Default
Halimeda opuntia,Algae,HOpu
Haliptylon sp,Algae,Halip
Halopteris filicina,Algae,Halopt_fil
Halopteris obovata,Algae,HALO.
Halopteris scoparia,Algae,Halo
Halymeniaceae,Algae,HYceae
Halymenia elongata,Algae,HalyEl
Halymenia floresia,Algae,HalyFsa
Halymenia floridana,Algae,Halyflo
Halymenia sp.,Algae,HALY
Halymenia trigona,Algae,HalyTri
Hamelida tuna,Algae,Halim_tun
Heterosiphonia,Algae,Heterosiph
Hildenbrandia rubra,Algae,hilden
Himanthalia elongata,Algae,HiElon
Himantothallus grandifolius,Algae,HIM
Hincksia,Algae,Hink
Hormosira,Algae,Hormos
Hydroclathrus,Algae,Hydrocl
Hydroclathrus clathratus,Algae,Hyclat
Hydroclathrus Clathrus,Algae,HydroCla
Hydrolithon craspedium,Algae,Hyd_cra
Hydrolithon reinboldii,Algae,Hyd_rei
Hydropuntia_corticated_macrophyte,Algae,hydcom
Hymenena falklandica,Algae,L.marina
Hymenena/Phycodrys,Algae,Hymene/Phy
Hyp/Cyano,Algae,HCComp
Hypnea,Algae,Hyp
Hypnea cervicornis,Algae,HYCE
Hypnea_corticated_macrophyte,Algae,hypcom
Hypnea esperi,Algae,Hypnesp
Hypnea musciformis,Algae,HMUS
Hypnea pannosa,Algae,Hyp_pan
Hypnea pseudomusciformis,Algae,HYPseudom
Hypnea spinella,Algae,Hyspi
Hypnea + Turf + Sediment,Algae,HypTurfSed
Hypnea with Sediments,Algae,HypneaSed
Iridaea cordata,Algae,IIRID
Jania,Algae,Jania
Jania rubens,Algae,Jan
Jania + Sediment,Algae,JanSed
Jinju,Algae,Jinju
Jointed Calcareous Algae,Algae,JCA
Juvenile kelp E.radiata,Algae,mlcej
Juvenile Undaria pinnatifida,Algae,UndariaJUV
Kappaphycus sp.,Algae,KAPPA
Kelp,Algae,KELPA
"Kelp, dead holdfast",Algae,KEDH
Lambia antarctica,Algae,LAMB
Laminaria complanata,Algae,LAMC
Laminaria digitata,Algae,lamdig
Laminaria digitata (canopy)),Algae,LDC
Laminaria digitata (substratum),Algae,LDS
Laminaria solidungula,Algae,Lsol
Large visible globuoles (e.g. Valonia ssp. an,Algae,MA_GLOB_Al
Laurencia,Algae,Laur
Laurencia_corticated_macrophyte,Algae,laucom
Laurencia spp.,Algae,Limu
laurenciella marilzae,Algae,Lm
Leathery Macrophytes,Algae,LMACRO_A
Leathery Macrophytes: Brown,Algae,MACR_LTH_T
Leathery macrophytes Brown: Turbinaria,Algae,MA_LTH_Tur
Leathery Macrophytes: Other,Algae,MACR_LTH_O
Leptolyngbya sp.,Algae,brnblob
Liagora,Algae,LIA
Liagoraceae sp. 1,Algae,Lia_sp1
Liagoraceae sp. 2,Algae,Lia_sp2
Liagora ceranoides,Algae,Licer
Lichen,Algae,LICHEN
Light Brown Crust,Algae,LBCR
Lithophyllum kotschyanum,Algae,LPH__k
Lithophyllum pygmaeum,Algae,Lit_pyg
Lithophyllum spp. Encrusting,Algae,Lithophyl
Lithothamnion spp.,Algae,LIT
Lobed Macroalgae,Algae,MacLob
Lobed Macroalgae over Sand,Algae,MacLobSnd
Lobophera,Algae,Lobop
Lobophora,Algae,Lobophora
Lobophora_corticated_foliose,Algae,lobcof
Lobophora + Dictyota,Algae,LoboDict
Lobophora + Dictyota + Sediment,Algae,LoboDicSed
Lobophora_encrusting,Algae,Loenc
Lobophora_foliose,Algae,Lofol
Lobophora + Hypnea,Algae,LoboHypnea
Lobophora + Hypnea + Sediments,Algae,LoboHypSed
Lobophora + Jania,Algae,LoboJania
Lobophora + Jania + Sediment,Algae,LoboJanSed
Lobophora on Rubble,Algae,LobR
Lobophora + Red Turf,Algae,LoboRTurf
Lobophora + Red Turf + Sediment,Algae,LoboRTSed
Lobophora + Turf,Algae,LoboTurf
Lobophora + Turf + Dictyota,Algae,LoboTurDic
Lobophora + Turf + Seds,Algae,LoboTurSed
Lobophora variegata,Algae,LopVar
Lobophora with sediment,Algae,LoboSed
Lomentaria clavellosa,Algae,L.clavello
Long sediment-laden algal turf,Algae,LSAT
Long turf sediment free,Algae,Lturf
Lvariegata,Algae,Lvar
Lyengaria,Algae,Lyeng
Lyngbya majuscula,Algae,lyn_maj
Lyngbya majuscula_semiplena,Algae,Lyn_m_s
Lyngbya spp.,Algae,Lyn_spp
Macroalga,Algae,MA*
Macroalgae,Algae,MAL
Macroalgae 1,Algae,MLAG
Macroalgae: Articulated calcareous,Algae,MAAC
Macroalgae: Articulated calcareous: green,Algae,MAACG
Macroalgae:Articulated-Calcareous:Green,Algae,MACG
Macroalgae: Articulated calcareous: red,Algae,MAACR
Macroalgae:ArticulatedCalcareous:Red:Amphiroa,Algae,MACRA
Macroalgae:ArticulatedCalcareous:Red:Haliptal,Algae,MACRH
Macroalgae:ArticulatedCalcareous:Red:Jania,Algae,MACRJ
Macroalgae:ArticulatedCalcareous:Red:Metagoni,Algae,MACRM
Macroalgae:ArticulatedCalcareous:Red:Rhodopel,Algae,MACRR
Macroalgae:ArticulatedCalcareus:Red:Corallina,Algae,MACRC
Macroalgae: Codium,Algae,MACR_Cod
Macroalgae-covered Sand,Algae,MacSnd
Macroalgae: Encrusting,Algae,MAEN
Macroalgae: Encrusting: brown,Algae,MAENB
Macroalgae: Encrusting: calcareous,Algae,MAENC
Macroalgae: Encrusting: green,Algae,MAENG
Macroalgae:Encrusting:Green: Codium dimorphum,Algae,encgre
Macroalgae:Encrusting:Green:Non-Calcareous:CD,Algae,MEGNC
Macroalgae: Encrusting: red,Algae,MAENR
Macroalgae:Encrusting:Red:Calcareou:Rhodolith,Algae,MERCR
Macroalgae:Encrusting:Red:Calcareous:Crustose,Algae,MERCC
Macroalgae:Encrusting:Red:Non-calcareous,Algae,MERNC
Macroalgae:Erectcoarseb:brown:acrocarpia,Algae,MECBBA
Macroalgae:Erectcoarseb:brown:carpoglosum,Algae,MECBBCarpo
Macroalgae:Erectcoarseb:brown:caulocystis,Algae,MECBBC
Macroalgae:Erectcoarseb:brown:cystophora mon.,Algae,MECBBCm
Macroalgae:Erectcoarseb:brown:cystophora tor.,Algae,MECBBCt
Macroalgae:Erectcoarseb:brown:hormosia,Algae,MECBBH
Macroalgae:Erectcoarseb:brown:scaberia,Algae,MECBBScab
Macroalgae:Erectcoarseb:brown:seirococcus,Algae,MECBBS
Macroalgae:Erectcoarseb:brown:xiphophora,Algae,MECBBX
Macroalgae:Erectcoarseb:green:caulerpa cact.,Algae,MECBGCc
Macroalgae:Erectcoarseb:green:caulerpa flex,Algae,MECBGCf
Macroalgae:Erectcoarseb:green:caulerpa hodg.,Algae,MECBGCh
Macroalgae:Erectcoarseb:green:caulerpa papil.,Algae,MECBGCp
Macroalgae:Erectcoarseb:green:caulerpa race.,Algae,MECBGCr
Macroalgae:Erectcoarseb:green:codium cuneatum,Algae,MECBRCc
Macroalgae:Erectcoarseb:green:codium duthiaea,Algae,MECBRC
Macroalgae:Erectcoarseb:green:codium fragile,Algae,MECBGCfra
Macroalgae: Erect coarse branching,Algae,MAEC
Macroalgae: Erect coarse branching brown,Algae,MAECB
Macroalgae: Erect coarse branching green,Algae,MAECG
Macroalgae: Erect coarse branching red,Algae,MAECR
Macroalgae:Erectcoarseb:red:betaphycus,Algae,MECBRBeta
Macroalgae:Erectcoarseb:red:botryocladia,Algae,MECBRB
Macroalgae:Erectcoarseb:red:thamnoclonium,Algae,MECBRT
Macroalgae: Erect fine branching,Algae,MAEF
Macroalgae: Erect fine branching brown,Algae,MAEFB
Macroalgae:ErectFineBranching:Brown:Carpomitr,Algae,MEBCC
Macroalgae:ErectFineBranching:Brown:Lobospira,Algae,MEBL
Macroalgae:ErectFineBranching:Brown:Pachydict,Algae,MEBP
Macroalgae:ErectFineBranching:Brown:Perithali,Algae,MEBPC
Macroalgae: Erect fine branching green,Algae,MAEFG
Macroalgae:ErectFineBranching:Green:caulerpaf,Algae,MEFBGC
Macroalgae: Erect fine branching red,Algae,MAEFR
Macroalgae:ErectFineBranching:Red:Areschougia,Algae,MERA
Macroalgae:ErectFineBranching:Red:Dasya,Algae,MERD
Macroalgae:ErectFineBranching:Red:Deliseapulc,Algae,MERDP
Macroalgae:ErectFineBranching:Red:Dictyomenia,Algae,MERDS
Macroalgae:ErectFineBranching:Red:Euptilota,Algae,MEREA
Macroalgae:ErectFineBranching:Red:Galaxaura,Algae,MERGM
Macroalgae:ErectFineBranching:Red:Gracilaria,Algae,MERGC
Macroalgae:ErectFineBranching:Red:Soleria,Algae,MERSR
Macroalgae:Filamentous:Brown:Ectocarpus,Algae,MFBE
Macroalgae:Filamentous:Brown:Hincksia,Algae,MFBH
Macroalgae: Filamentous / filiform,Algae,MAF
Macroalgae: Filamentous / filiform : brown,Algae,MAFB
Macroalgae: Filamentous / filiform : green,Algae,MAFG
Macroalgae:Filamentous/filiform:Polysiphonia,Algae,polsiph
Macroalgae: Filamentous / filiform : red,Algae,MAFR
Macroalgae:Filamentous/filiform:Red:Asparogop,Algae,aspsp
Macroalgae:Filamentous:Green:Apjohnia,Algae,MFGA
Macroalgae:Filamentous:Green:Cladophora,Algae,MFGC
Macroalgae:Filamentous:Red:Asparogopsis,Algae,MFRAs
Macroalgae:Filamentous:Red:Polysiphonia,Algae,MFRPo
Macroalgae: Globose: brown: c,Algae,MGBH
Macroalgae: Globose: brown: Colpomenia,Algae,MGBC
Macroalgae: Globose: brown: Leathesia,Algae,MGBL
Macroalgae: Globose: green: codium,Algae,MGGC
Macroalgae: Globose: green: Derbesia,Algae,MGGD
Macroalgae: Globose: red: gloiosaccion,Algae,MGRG
Macroalgae: Globose / saccate,Algae,MAG
Macroalgae: Globose / saccate brown,Algae,MAGB
Macroalgae: Globose / saccate green,Algae,MAGG
Macroalgae: Globose / saccate red,Algae,MAGR
Macroalgae: Laminate,Algae,MALA
Macroalgae: Laminate: brown,Algae,MALAB
Macroalgae: Laminate: Brown: L. variegata,Algae,lobov
Macroalgae: Laminate: brown: Zonaria sp.,Algae,MALABZ
Macroalgae:Laminate:Brown: Zonaria Turneriana,Algae,MLBZ
Macroalgae: Laminate: green,Algae,MALAG
Macroalgae: Laminate: green: dictyosphaeria,Algae,MLGD
Macroalgae: Laminate: green: udotea,Algae,MLGU
Macroalgae: Laminate: red,Algae,MALAR
Macroalgae: Laminate: red: peysonnelia,Algae,MLRP
Macroalgae: Laminate: red: rhipiliopsis,Algae,MLRR
Macroalgae: Laminate: red: sonderopelta,Algae,MLRS
Macroalgae: Large canopy-forming,Algae,MALC
Macroalgae: Large canopy-forming : brown,Algae,MALCB
Macroalgae: Large canopy-forming : Ecklonia,Algae,ECKL
Macroalgae: Large canopy-forming: P. comosa,Algae,pcomo
Macroalga em decomposição,Algae,MAD
Macroalgae: Membraneous: Brown,Algae,MMB
Macroalgae: Membraneous: Brown: Dictyota,Algae,MMBD
Macroalgae: Membraneous: Brown: Petalonia,Algae,MMBP
Macroalgae: Membraneous: Red: Grateloupia,Algae,MMRG
Macroalgae: Membraneous: Red: Kallymenia,Algae,MMRK
Macroalgae: Membraneous: Red: Martensia,Algae,MMRM
Macroalgae: Membraneous: Red: Schizoseris,Algae,MMRSchizo
Macroalgae: Membraneous: Red: Schizymenia,Algae,MMRS
Macroalgae-Seaweed,Algae,MALG
Macroalgae: Sheet-like / membraneous,Algae,MAM
Macroalgae: Sheet-like / membraneous: brown,Algae,MAMB
Macroalgae: Sheet-like / membraneous: green,Algae,MAMG
Macroalgae: Sheet-like / membraneous: red,Algae,MAMR
Macroalgae unkown,Algae,UnkMacro
Macroalgal Turf,Algae,TrfMac
Macroalgal Turf on Pebbles,Algae,MacTrfPeb
Macroalgal Turf on Rubble,Algae,MacTrfRub
Macroalge:Filamentous:Green:Chaetomorpha,Algae,MFGCh
Macroalge:Filamentous:Red:Polysiphonia,Algae,MFRP
Macroalge: Membraneous: Red: Porphyra,Algae,MMRP
Macroalg:ErectFinBranching:Green:Caulerpialon,Algae,MEGCL
Macroalg:ErectFineBranching:Brown:Sporochnus,Algae,MEBSR
Macroalg:ErectFineBranching:Green:Caulerpaobs,Algae,MEGCO
Macroalg:ErectFineBranching:Green:Caulerpatax,Algae,MEGCT
Macroalg:ErectFineBranching:Red:Phacelocarpus,Algae,MERPP
Macroalg:Filamentous:Red:Polysiphonia,Algae,MFRPoly
Macroalg: Large Canopy Forming: Phyllosphora,Algae,PHYLL
Macrocystis pyrifera,Algae,pyrifera
Macrolagae all genera,Algae,MALGAE
Male gametophyte,Algae,M GAM
Marginisporum_articulated_calcareous,Algae,marart
Martensia elegans,Algae,Maele
Martensia Spp.,Algae,MART
Mastophora rosea,Algae,Mas_ros
Mazzaella splendens,Algae,MASP
Melanamansia_corticated_foliose,Algae,melcof
Melyvonnea erubescens,Algae,Melyv erub
Mesophyllum spp. Encrusting,Algae,Mesophyl
Microalgae,Algae,MIC
Microalgal puffs,Algae,micro_puff
Microdictyon,Algae,Microdicty
Microdictyon okamurae,Algae,Mioka
Microdictyon umbilicatum,Algae,Miumb
Millerella pannosa,Algae,MillePa
Miscellaneous algae,Algae,MisAlg
Monsotroma hariotii,Algae,MONO
"Montipora capitata, recently dead",Algae,MCAP_RD
"Montipora patula, recently dead",Algae,MPAT_RD
Moorea bouillonii_polychroa,Algae,Moo_b_p
Myriogramme manginii,Algae,MYRI
Nemacystus decipiens,Algae,Ndec
nemalion helminthoides,Algae,Nema
Neogoniolithon frutescens,Algae,Nefru
Neogoniolithon spp.,Algae,Ngl_spp
Neomeris,Algae,Neomeris
Neomeris annulata,Algae,Neo Ann
Neomeris_corticated_foliose,Algae,neocof
Neomeris vanbosseae,Algae,Nevan
Neptune's Necklace - Hormosira banksii,Algae,HORMOSIRA.
Nereia spp.,Algae,NER
Nereocystis luetkeana,Algae,NERO
Neurymenia_corticated_macrophyte,Algae,neucom
Non CCA Crustose Algae,Algae,NCCACA
Nutrient Indicator Algae,Algae,NIA
Ochrophyta,Algae,OCH
Ochtodes secyndiramea,Algae,Ochsec
Opuntiella californica,Algae,OPCA
Osmundaria obtusiloba,Algae,OSMUobtu
Other Algae,Algae,ALG_OTH
other Algea,Algae,UD
Others_cca,Algae,othcca
Padina,Algae,Padina
Padina boryana,Algae,Pabor
Padina mexicana,Algae,P.mexicana
Padina pavonica,Algae,Padin
Pale Red CCA,Algae,PrCCA
Pale red CCA on dead encrusting coralal,Algae,/PrCCAdeC
Pale red CCA on dead laminar coral,Algae,/PrCCAdlC
Pale red CCA on dead massive coral,Algae,/PrCCAdmC
Pale yellow branching CCA,Algae,pybCCA
Pale yellow CCA,Algae,PyCCA
Pale yellow CCA on dead branching coral,Algae,/pyCCAdbC
Pale yellow CCA on dead columnar coral,Algae,/pyCCAdcC
Pale yellow CCA on dead encrusting coral,Algae,/pyCCAdeC
Pale yellow CCA on dead massive coral,Algae,/pyCCAdmC
Palisada coralopsis,Algae,PalisCor
Palisada parvipapillate,Algae,Papa
Palisada perforata,Algae,Palisa
Palmaria decipiens,Algae,PALM
Palmaria palmata,Algae,PALPAL
Palmophyllum crassum,Algae,Palmophyl_
Palmophyllum + Dictyota,Algae,PalDict
Palmophyllum + Dictyota + Sediment,Algae,PalDicSed
Palmophyllum + Hypnea,Algae,PalHypnea
Palmophyllum + Hypnea + Sediment,Algae,PalHypSed
Palmophyllum + Jania,Algae,PalJania
Palmophyllum + Jania + Sediment,Algae,PalJanSed
Palmophyllum + Red Turf,Algae,PalRedTurf
Palmophyllum + Red Turf + Sediment,Algae,PalRTSed
Palmophyllum + Sediments,Algae,PalSeds
Palmophyllum + Turf,Algae,PalTurf
Palmophyllum + Turf + Sediment,Algae,PalTurfSed
Pandina pavonia,Algae,PANDINA
Pantoneura plocamioides,Algae,PANT
Pebble CCA,Algae,CCAPeb
Pebble Peysso,Algae,PeyPeb
Penicillus spp.,Algae,PENCIL
Petalonia fascia/Punctaria latifolia (canopy),Algae,PETC
Petalonia fascia/Punctaria latifolia (substr),Algae,PETS
petroglossum,Algae,Pgloss
Pey/CCA,Algae,PeyCCA
Peyssonnelia,Algae,Peysson
Peyssonnelia_cca,Algae,pescca
Peyssonnelia + Dictyota,Algae,PeyDict
Peyssonnelia + Dictyota + Sediment,Algae,PeyDicSed
Peyssonnelia + Hypnea,Algae,PeyHypnea
Peyssonnelia + Hypnea + Sediment,Algae,PeyHypSed
Peyssonnelia + Jania,Algae,PeyJania
Peyssonnelia + Jania + Sediment,Algae,PeyJanSed
Peyssonnelia + Red Turf,Algae,PeyRTurf
Peyssonnelia + Red Turf + Sediment,Algae,PeyRTSed
Peyssonnelia + Sediment,Algae,PeySed
Peyssonnelia + Turf,Algae,PeyTurf
Peyssonnelia + Turf + Dictyota,Algae,PeyTurfDic
Peyssonnelia + Turf + Sediment,Algae,PeyTurfSed
Phaeurus antarcticus,Algae,Phae
Phormidium sp.,Algae,Pho_spe
Phormidium spp.,Algae,Phorm
Phycodrys quercifolia,Algae,Red leaf
Phycodrys quercifolia.,Algae,PHYC
Phycodrys rubens (canopy),Algae,PRC
Phycodrys rubens (substratum),Algae,PRS
Phyllodictyon anastomosans,Algae,Phana
Phyllophora/Chondrus (canopy),Algae,PCC
Phyllophora/Chondrus (substratum),Algae,PCS
Phyllospora comosa,Algae,Phyllo
Phymatolithon spp.,Algae,PHY
Picconiella plumosa,Algae,PIC
Piconiella plumosa,Algae,Picpl
Pink branching CCA on dead branching coral,Algae,/pbCCAdmC
Pink branching CCA on dead tabular coral,Algae,/pbCCAdtC
Pink CCA,Algae,pCCA
Pink CCA on dead branching coral,Algae,/pCCAdbC
Pink CCA on dead columnar coral,Algae,/pCCAdcC
Pink CCA on dead encrusting coral,Algae,/pCCAdeC
Pink CCA on dead laminar coral,Algae,/pCCAdlC
Pink CCA on dead massive coral,Algae,/pCCAdmC
Plocamium brasiliensis,Algae,PLOCbrasil
Plocamium cartilagineum,Algae,PLCA
Plocamium spp.,Algae,PLOC
Pneophyllum conicum,Algae,Pp_c
Polyneura latissima,Algae,POLA
Polysiphonia stricta (canopy),Algae,PSC
Polysiphonia stricta (substratum),Algae,PSS
"Porites compressa, recently dead",Algae,PCOM_RD
"Porites lobata, recently dead",Algae,PLOB_RD
Porolithon,Algae,Poro
Portieria hornemannii,Algae,Por_hor
Predaea spp.,Algae,PRWE
Pterociadiella spp,Algae,PT
Pterocladiella caerulescens,Algae,Pt ca
Pterocladiella capillacea,Algae,Pteroc
Pterygophora californica,Algae,PTCA
Ptilota serrata (canopy),Algae,PTC
Ptilota serrata (substatum),Algae,PTS
Pyropia endiviifolia,Algae,PYR
Ralfsia expansa,Algae,Rae
Ralfsia spp.,Algae,Ralfs
Ramicrusta Covered by Sand,Algae,RAMS
Ramicrusta spp.,Algae,Ram_spp
Red algae.,Algae,REDA
Red ALgae,Algae,RAlg
Red_algae_articulated_calcareous,Algae,redart
Red algae - branching,Algae,RAB
Red_algae_corticated_macrophyte,Algae,redcom
Red algae crustosa,Algae,REDCR
"Red algae, crustose coralline",Algae,CCRA
Red algae - Crustose coralline algae,Algae,Root CCA
"Red algae, crustose coralline bleached/dead",Algae,CCRB
"Red algae, erect coralline",Algae,ERCO
Red algae - filamentous,Algae,RAF
"Red algae, filamentous",Algae,RAFI
Red algae foliosa,Algae,REDFOL
"Red algae, thick branching",Algae,RACB
"Red algae, thick sheet",Algae,RACS
"Red algae, thin branching",Algae,RANB
"Red algae, thin sheet",Algae,RANS
"Red algae, unidentified encrusting",Algae,RAUE
"Red algae, unidentified foliose",Algae,RAUF
Red branching CCA,Algae,R_CCAb
Red Calcareous,Algae,ReCa
Red CCA,Algae,R_CCA
Red CCA on dead branching coral,Algae,/rCCAdbC
Red CCA on dead columnar coral,Algae,/rCCAdcC
Red CCA on dead encrusting coral,Algae,/rCCAdeC
Red CCA on dead laminar coral,Algae,/rCCAdlC
Red CCA on dead massive coral,Algae,/rCCAdmC
Red encrusting algae,Algae,REA
Red Filamentous algae,Algae,RedFilAlg
Red Filamentous with Sediment,Algae,R_Fila_Sed
Red Fine Filamentous Algae,Algae,RedFineFil
Red fleshy algae,Algae,RFA
Red Foliose,Algae,RF
Red Leafy Macroalgae,Algae,MacRedLf
Red Macroalgae,Algae,RedM
Red Strap/Filamentous Algae,Algae,RedStrap
Red Thick Filamentous Algae,Algae,RedThickFi
Red Turf,Algae,RedTurf
Red turfing algae,Algae,RTAl
Red Turf + Sediment,Algae,RedTurfSed
Rhipidosiphon javensis,Algae,Rhi_jav
Rhipilia sinuosa,Algae,Rhi_sin
Rhipilia spp.,Algae,Rhp
Rhipocephalus sp.,Algae,Rhipo
Rhodophyta,Algae,RHODO
Rhodymeniales Small Blade,Algae,LRBs
Rhodymenia Sp.,Algae,Rhod
Rodolito Morto,Algae,RM
Rodolito Vivo,Algae,RV
Rosenvingea sp.,Algae,RSVG
Rubble Peysso,Algae,PeyRub
Saccharina bongardiana,Algae,SACB
Saccharina latissima,Algae,SALA
Saccharina latissima (canopy),Algae,SLC
Saccharina latissima (substratum),Algae,SLS
Saccharina sp.,Algae,Sacsp
Saccorhiza dermatodea,Algae,SACDE
Sarcodiotheca gaudichaudii,Algae,SAGA
Sarcomenia,Algae,Sarcom
Sargassum,Algae,Sargassum
Sargassum aquifolium,Algae,SAQUI
Sargassum filipendula,Algae,Sarfil
Sargassum hystrix,Algae,SarHys
Sargassum muticum,Algae,SAMU
Sargassum pacificum,Algae,Sapac
Sargassum polyphyllum,Algae,SPOLY
Sargassum vulgare,Algae,Sargas
Scinaia spp,Algae,Scinaia
Scytosiphon lomentaria,Algae,Scyto
"Short productive algal turfs (SPATs),",Algae,SPAT
Short turf sediment free,Algae,Sturf
Short turf sediment free on rubble,Algae,Sturfrub
Sick CCA,Algae,SCCA
Siphonogramen parva,Algae,Spar
Smothered CCA,Algae,SmCCA
Smothered Fleshy Algae,Algae,SmFALG
Solieria filiformis,Algae,SolFil
Spatoglossum schroederi,Algae,SPATogloss
SPAT + Sediment,Algae,SPATSed
Sphacelaria spp,Algae,Sph
Sphaerococcus coronopifolius,Algae,Sphae_coro
Spongomorpha sp.,Algae,Spongo sp.
Spore,Algae,SPO
Spore (germinated),Algae,SPO G
Spyridia filamentosa,Algae,SPYR
Stenogramme interrupta,Algae,STNI
Stephanocystis dioica,Algae,STEPHDI
Stypopodium schimperi,Algae,Stypo
Stypopodium sp.,Algae,Styp
Stypopodium spp.,Algae,STYP.
Stypopodium zonale,Algae,STYZO
Symploca hydnoides,Algae,Symhyd
Symploca sp.,Algae,Sym_spe
Taonia atomaria,Algae,Taoni
Thick Branching CCA,Algae,CCATkBr
Thick Branching Green Macroalgae,Algae,MacGrnTkBr
Thick CCA,Algae,CCATk
Thick turf algae,Algae,Turf thick
Thick Turf on Pebbles,Algae,TkTrfPeb
Thick Turf on Rubble,Algae,TkTrfRub
Thin Patchy CCA,Algae,CCAThPch
Thin Turf Algae,Algae,ThnTrf
Thin Turf on Pebbles,Algae,TnTrfPeb
Thin Turf on Rubble,Algae,TnTrfRub
Tolypiocladia glomerulata,Algae,TolyGlom
Trematocarpus antarcticus,Algae,TREM
Tricleocarpa,Algae,TRIcleocar
Tricleocarpa_articulated_calcareous,Algae,triart
Tricleocarpa fragilis,Algae,Tri_fra
Turbinaria (algae),Algae,Turbin
Turbinaria ornata,Algae,Tur_orn
Turf algae,Algae,Turf
Turf Algae on dead columnar coral,Algae,TA_dcC
Turf Algae on Dead Coral (+ rubble),Algae,TA on Dead
Turf Algae on dead encrusting coral,Algae,TA_deC
Turf Algae on dead laminar coral,Algae,TA_dlC
Turf algae on dead tabular coral,Algae,TA_dtC
Turf Algae Sediment,Algae,TASED
Turf and sand,Algae,Turf_sand
Turf + Dictyota,Algae,TurfDict
Turf + Dictyota + Sediment,Algae,TurfDicSed
Turf_filamentous,Algae,turalg
Turf growing on hard substrate,Algae,TURFH
Turf + Hypnea,Algae,TurfHyp
Turf + Jania,Algae,TurfJan
Turf Maybe,Algae,TfMb
Turf On Pebbles,Algae,TrfPeb
Turf on rubble,Algae,Turf_rubbl
Turf - other,Algae,Turf - O
Turf overgrowing recently dead coral,Algae,Turf coral
turf_sedimented,Algae,tursed
Turf with sediment,Algae,Turfsed
Turf with sediment on rubble,Algae,Sedturfrub
Turfy Biotic Matrix on Pebbles,Algae,TBMatPeb
Turfy Macroalge over Sand,Algae,TrfMacSnd
Tydemania expeditionis,Algae,Tyd_exp
Tydemania spp.,Algae,Tyd
Udoteaceae,Algae,Udo
Udotea_corticated_macrophyte,Algae,udocom
Udotea cyathiformis,Algae,UdoCya
Udotea spp.,Algae,UDOT
Ulva,Algae,Ulva
Ulva_foliose,Algae,ulvfol
Ulva prolifera,Algae,UlvaP
Ulva sp,Algae,Ulvsp
Ulva spp. (substratum),Algae,ULS
Undaria debris,Algae,UndariaRES
Undaria pinnatifida,Algae,U.pinnatif
Unidentified algae,Algae,ALGA
Unidentified Brown,Algae,BROWN
Unidentified brown blade (canopy),Algae,BBC
Unidentified brown blade (substratum),Algae,BBS
Unidentified brown branched (canopy),Algae,BBD
Unidentified brown branched (substratum),Algae,BBR
Unidentified brown crust,Algae,BRC
Unidentified crustose coralline algae,Algae,UCC
Unidentified diatoms,Algae,UDI
Unidentified Green Algae,Algae,GREEN
Unidentified green blade (canopy),Algae,UGC
Unidentified green blade (substratum),Algae,UGS
Unidentified green branched (canopy),Algae,GBC
Unidentified green branched (substratum),Algae,GBS
Unidentified green film,Algae,UGF
Unidentified Red,Algae,RED
Unidentified red blade (canopy),Algae,UBC
Unidentified red blade (substratum),Algae,UBS
Unidentified red branched (canopy),Algae,URC
Unidentified red branched (substratum),Algae,URS
Unidentified red fleshy crust,Algae,URF
Unknown Algae,Algae,UA
Unknown macroalgae,Algae,UnkMacroa
Unknown Stringy Brown Algae,Algae,UnStBA
Unk Red Alga,Algae,UNKredALGA
Unspecified red algae: Branching: Fine/Thin,Algae,URB1
Unspecified red algae: Branching: Thick,Algae,URB2
Unspecified red algae: Sheet: Thick/Leathery,Algae,URS2
Unspecified red algae: Sheet: Thin/Membranous,Algae,URS1
Valonia aegagropila,Algae,Vaaeg
Valonia_corticated_foliose,Algae,valcof
Valonia macrophysa,Algae,Valo_macro
Valonia spp.,Algae,Valspp
Valonia ventricosa,Algae,Vavent
Ventricaria sp.,Algae,Vent
White CCA,Algae,wCCA
White-gray CCA on dead columnar coral,Algae,/wCCAdcC
White-gray CCA on dead encrusting coral,Algae,/wCCAdeC
White-gray CCA on dead massive coral,Algae,/wCCAdmC
